artist_names,track_name,lyrics,r,g,b
Lizzy McAlpine,ceilings,"Ceilings, plaster Can't you just make it move faster? Lovely to be sitting here with you You're kinda cute but it's raining harder My shoes are now full of water Lovely to be rained on with you It's kinda cute but it's so short Then you're drivin' me home And I don't wanna leave But I have to go You kiss me in your car And it feels like the start of a movie I've seen before Before Bedsheets, no clothes Touch me like nobody else does Lovely to just lay here with you You're kinda cute and I would say all of this But I don't wanna ruin the moment Lovely to sit between comfort and chaos But it's over Then you're drivin' me home And it kinda comes out as I get up to go You kiss me in your car And it feels like the start of a movie I've seen before But it's not real And you don't exist And I can't recall the last time I was kissed It hits me in the car And it feels like the end of a movie I've seen before Before 한국어로 번역",23.0,21.0,22.0
Tai Verdes,how deep?,"It always starts with a ""Hey"" Turns into ""How was your day?"" (day) Turns into ""Meet at my place"" Turns into you and me drinking rosé Turns into ""How did you sleep?"" (How did you sleep?) Turns into ""It's been a week"" (week) Turns into gave you a key Turns into conversations talking 'bout what are we? I, found a thing when I wasn't even looking for a thing I, keep thinking about it in my brain How I'm 'posed to know how deep? (How deep) How I'm 'posed to know how deep I'd fall? Stuck up on my arm IV Didn't mean to take that leap, my fault How I'm 'posed to know how deep? (How deep) How I'm 'posed to know how deep I'd fall? How'd you make my heart skip beats? (Skip beats) Didn't mean to take that leap, my fault I ain't saying I ain't into this (yeah) I'm thinking we can slow it down a little bit (what?) In your place but I'm feeling like I live in it (live in it) Butterflies in your stomach got you giggling You ain't really see us together? I think so Are you going to love me forever? I don't know Girl if it was up to me I'd take a time machine Come back and tell you exactly where this goes How I'm 'posed to know how deep? (Deep) How I'm 'posed to know how deep I'd fall? Stuck up on my arm IV (IV) Didn't mean to take that leap, my fault How I'm 'posed to know how deep? (Deep) How I'm 'posed to know how deep I'd fall? How'd you make my heart skip beats? (Skip beats) Didn't mean to take that leap, my fault (Yeah) my fault (it's my fault, yeah, it's my fault) I, found a thing when I wasn't even looking for a thing I, keep thinking about it in my brain How I'm 'posed to know how deep? (How deep, yeah) How I'm 'posed to know how deep I'd fall? Stuck up on my arm IV (IV) Didn't mean to take that leap, my fault How I'm 'posed to know how deep? How I'm 'posed to know how deep I'd fall? How'd you make my heart skip beats? (Skip beats) Didn't mean to take that leap, my fault 한국어로 번역",4.0,4.0,5.0
XG,LEFT RIGHT,"I got what you want, I got what you need (uh-huh) Mobbin' like we don't follow anything, oh Left, right, get it on the floor I wanna see you left, right get in my zone, ha Then we hit the slide, ready for the swing (uh-huh) We don't want no opps, want no drama queen (oh) Left, right, everywhere we go We pull up from the left, right, postin' up slow I'm on one, got drip, whip the ride, I'm switchin' lanes like this Spinnin' out, then flip, cruisin' down like we be on a trip Boy, just follow my flow, don't matter where we go (oh, ah) Oh, the only direction I know Want your body swervin' left, right, left, right I want your body movin' left, right, left, right You keep me up, my heart is beatin' up and down Spinnin' 'round and 'round ('round and 'round) Just like my Pirellis burnin' on the ground If you're down with me, then let's ride, let's ride Can't nobody stop it, that's right, that's right And my adrenaline is racin' up and down Spinnin' 'round and 'round ('round and 'round) Hit the pedal to the ground, listen to the sound (listen to the sound) Now we onto somethin', drop the fit, we killed it (oh) Don't we all deserve it? I'll tell you how we want it, oh Left, right, you been here before So do it 'til you get right, get it one more (oh) No, you can't deny it ('ny it), baby, don't you hide it (hide it) If I like it, I'll bite it (bite it), so just tell me if you are worth it Worth it, really wanna know (worth it) I'll flip it and reverse it, sing it real low Hol' up, hol' up, we goin' out, mixin' up these rides Don't ask me if you don't know why I hit the switch, hear the noise inside Baby, say no more (say no more) Boy, just follow my flow, don't matter where we go (oh, ah) Oh, the only direction I know Want your body swervin' left, right, left, right I want your body movin' left, right, left, right You keep me up, my heart is beatin' up and down Spinnin' 'round and 'round ('round and 'round) Just like my Pirellis burnin' on the ground If you're down with me, then let's ride, let's ride Can't nobody stop it, that's right, that's right And my adrenaline is racin' up and down Spinnin' 'round and 'round ('round and 'round) Hit the pedal to the ground, listen to the sound (listen to the sound) This is the right time, so come get it You know that I'll be there for you Down, down, if you're down, down (baby, are you) Down, down, are you down, down? (Ah) Let me take you to the other side XG we certified, alpha, alpha, we gon' ride or die Into the galaxy, know the vibes (ah, yeah) Down, down, if you're down, down (tell me if you're down) Down, down, are you down, down? Want your body swervin' left, right, left, right (whoa, yeah, yeah) I want your body movin' left, right, left, right (movin' left and right) You keep me up, my heart is beatin' up and down Spinnin' 'round and 'round ('round and 'round, whoa) Just like my Pirellis burnin' on the ground If you're down with me, then let's ride, let's ride (if you're down, down with me) Can't nobody stop it, that's right, that's right (can't nobody, yeah) And my adrenaline is racin' up and down (yeah) Spinnin' 'round and 'round ('round and 'round) Hit the pedal to the ground, listen to the sound (listen to the sound) Left, right, left, right (yeah, yeah) Left, right, left, right 한국어로 번역",142.0,213.0,251.0
Yuuri,ドライフラワー,"多分 私じゃなくていいね 余裕のない二人だったし 気付けば喧嘩ばっかりしてさ ごめんね ずっと話そうと思ってた きっと私たち合わないね 二人きりしかいない部屋でさ 貴方ばかり話していたよね もしいつか何処かで会えたら 今日の事を笑ってくれるかな 理由もちゃんと話せないけれど 貴方が眠った後に泣くのは嫌 声も顔も不器用なとこも 全部全部 嫌いじゃないの ドライフラワーみたい 君との日々もきっときっときっときっと 色褪せる 多分 君じゃなくてよかった もう泣かされることもないし 「私ばかり」なんて言葉も なくなった あんなに悲しい別れでも 時間がたてば忘れてく 新しい人と並ぶ君は ちゃんとうまくやれているのかな もう顔も見たくないからさ 変に連絡してこないでほしい 都合がいいのは変わってないんだね でも無視できずにまた少し返事 声も顔も不器用なとこも 多分今も 嫌いじゃないの ドライフラワーみたく 時間が経てば きっときっときっときっと色褪せる 月灯りに魔物が揺れる きっと私もどうかしてる 暗闇に色彩が浮かぶ 赤黄藍色が胸の奥 ずっと貴方の名前を呼ぶ 好きという気持ち また香る 声も顔も不器用なとこも 全部全部 大嫌いだよ まだ枯れない花を 君に添えてさ ずっとずっとずっとずっと 抱えてよ ah, ah 한국어로 번역",224.0,214.0,211.0
XG,SHOOTING STAR,"Yeah Uh-uh Yeah XG Uh, everything I do, I do it A1, flawless Make 'em go insane, pandemonium riot Always looking fresh Got that green in my diet Head to my toe Shinin' like canary diamonds (bling, bling) Yeah, we dem cool kids (yeah), nothing to it (uh-uh) Going stupid, saucin' (drip, drippin') We a movement, never losin' Making moves, stay poppin' Baby, if I give it my all, will it pay off? Working overtime, no days off All these shooting stars in the dark All these shooting stars in the dark Make a wish (yeah-yeah-yeah) Taking off from the ground, it's amazing So outta this world, I'm in space, now I'm going up Headin' to the stars Wouldn't trade it out for another life, no Yeah, we ridin', 'n ridin', 'n ridin' on up So shinin', 'n shinin', 'n shinin' for sure Ooh-ah, yeah, I'm lookin' so lavish Ooh-ah, put in work like it's a habit It's a big move, every day's like a dream Makin' big moves, yeah, we do it for our team Ooh-ah, I'm lookin' so lavish Ooh-ah, yeah, I bet you can't imagine I be the one, huh Don't need to stunt, huh 'Cause we coolin', suit and boot it just for fun, huh You couldn't run up on me, I'm too outta this world (this world) I got that spaceship jumpin' ready for my launch (three, two, one) I don't care if I'm a brat I'm just goin' dumb (goin' dumb) I ain't tryin' to fire shots But they doin' nothin' (doin' nothin') I know they watching me, I'm what I wanna be (nuh) Nobody touching me, I've got this energy (huh, woo) Baby, if I give it my all, will it pay off? Working overtime, no days off All these shooting stars in the dark All these shooting stars in the dark Make a wish (yeah-yeah-yeah) Taking off from the ground, it's amazing So outta this world, I'm in space, now I'm going up Headin' to the stars Wouldn't trade it out for another life, no Yeah, we ridin', 'n ridin', 'n ridin' on up So shinin', 'n shinin', 'n shinin' for sure Ooh-ah, yeah, I'm lookin' so lavish Ooh-ah, put in work like it's a habit It's a big move, every day is like a dream Makin' big moves, yeah, we do it for our team Ooh-ah, I'm lookin' so lavish Ooh-ah, yeah, I bet you can't imagine Oh, you rockin' with a dream team Comets droppin' when we hit the scene Oh, you rockin' with a dream team (ooh-ooh) We shootin' from another galaxy (ooh-ooh) And you know we take it all the way Lights and camera action, it's just how we live Don't get it twisted, this ain't child play Just know that XG's going all the way Yeah, we ridin', 'n ridin', 'n ridin' on up (ooh-ooh) So shinin', 'n shinin', 'n shinin' for sure Ooh-ah, (shinin', shinin', yeah) I'm lookin' so lavish Ooh-ah, put in work like it's a habit (I'm lookin' so lavish) It's a big move, every day's like a dream Makin' big moves (ooh), as I should 'cause I'm a queen Ooh-ah, yeah, I'm lookin' so lavish Ooh-ah, yeah, I bet you can't imagine 한국어로 번역",142.0,213.0,251.0
V,Winter Bear,"She looks like a blue parrot Would you come fly to me? I want some good day, good day, good day Good day, good day Looks like a winter bear You sleep so happily I wish you good night, good night, good night Good night, good night Imagine your face Say hello to me Then all the bad days They're nothing to me With you, ooh, ooh, ooh, ooh Winter bear Ooh, ooh, ooh Sleep like a winter bear Ooh, ooh, ooh Sleep like a winter bear 한국어로 번역",91.0,112.0,81.0
Olivia Rodrigo,get him back!,"One, two, three Wait, is this the song with the drums? I met a guy in the summer and I left him in the spring He argued with me about everything He had an ego and a temper and a wandering eye He said he's six-foot-two, and I'm like, ""Dude, nice try"" But he was so much fun and he had such weird friends And he would take us out to parties and the night would never end Another song, another club, another bar, another dance And when he said something wrong, he'd just fly me to France So I miss him some nights when I'm feeling depressed 'Til I remember every time he made a pass on my friend Do I love him? Do I hate him? I guess it's up and down If I had to choose, I would say right now I wanna get him back I wanna make him really jealous, wanna make him feel bad Oh, I wanna get him back 'Cause then again, I really miss him, and it makes me real sad Oh, I want sweet revenge And I want him again I want to get him back, back, back So I write him all these letters and I throw them in the trash 'Cause I miss the way he kisses and the way he made me laugh Yeah, I pour my little heart out, but as I'm hitting ""Send"" I picture all the faces of my disappointed friends Because everyone knew all of the shit that he'd do He said I was the only girl but that just wasn't the truth And when I told him how he hurt me, he'd tell me I was trippin' But I am my father's daughter, so maybe I could fix him I wanna get him back I wanna make him really jealous, wanna make him feel bad Oh, I wanna get him back 'Cause then again, I really miss him, and it makes me real sad Oh, I want sweet revenge And I want him again I want to get him back (and then? And then) I want to get him back, back, back I wanna key his car (I want to get him back) I wanna make him lunch (but then I, I want to get him back) I wanna break his heart (but then I, I want to get him back) And be the one to stitch it up (but then I, I want to get him back) Wanna kiss his face (but then I, I want to get him back) With an uppercut (but then I, I want to get him back) I wanna meet his mom (but then I, I want to get him back) Just to tell her her son sucks (but then I, I want to get him back) Oh, I wanna key his car (I want to get him back) I wanna make him lunch I wanna break his heart (but then I, I want to get him back) Stitch it right back up I wanna kiss his face (I want to get him back) With an uppercut I wanna meet his mom (but then I, I want to get him back) And tell her her son sucks, yeah I wanna get him back I wanna make him really jealous, wanna make him feel bad Oh, I wanna get him back 'Cause then again I really miss him, and it makes me real sad Oh, I want sweet revenge And I want him again I want to get him back (and then? And then) I want to get him back, back, back, back I'll get him, I'll get him, I'll get him, I'll get him back Get him back, come on, come on I'm gonna get him so good, he won't even know what hit him He's gonna love me and hate me at the same time Get him back, girl, you better get him back I don't know I got him good, I got him really good 한국어로 번역",32.0,25.0,45.0
DPR IAN,So I Danced,"I just hope that someday, someone would love me There's no hellos On our way to the show Your sweet face is turning cold As the fires begin to draw a little closer I left all the water running at home (oh, shit) Then drove around with a car that we stole All of a sudden, they just wanted to know How I really feel So I just danced Feel you Feel you Feel you I just danced (feel you) Feel you Feel you Hello Your beautiful roses are flat Flamingos Are turning into giant pink rats Let me know How many knives are in my back Don't get cold Your world is just about to crack I left all the water running at home Then drove around with a car that we stole All of a sudden, they just wanted to know How I really feel So I just danced Feel you Feel you Feel you I just danced (feel you) Feel you Feel you I never thought it would come to this (woo-woo-woo) What, you like them struggles? (Huh) It's not your end of the story God, this shit sucks MITO (huh) I'm going I left all the water running at home Then drove around with a car that we stole All of a sudden, they just wanted to know This is how I really feel This is how I really feel So I just danced 한국어로 번역",225.0,217.0,210.0
Central Cee,Doja,"How can I be homophobic? My bitch is gay Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them, but I don't swing that way The mandem celebrate Eid, the trap still runnin' on Christmas day Somebody tell Doja Cat that I'm tryna indulge in that In my grey tracksuit, see the bulge in that See the motion clap when you're throwin' it back (when you're throwin' it back) These females plannin' on doin' me wrong, so I'm grabbin' a 'dom out the Trojan pack Post the location after we're gone, can't slip and let them know where we're at I don't know about you, but I value my life (but I value my life) 'Cause imagine I die (die), and I ain't made a hundred Ms yet There's so much things I ain't done yet like fuckin' a flight attendant, huh I don't party, but I heard Cardi there, so fuck it, I might attend it Gotta kick back sometimes and wonder How life woulda been if I never did take them risks and woulda I prospered? Floatin' and I won't go under, been outta town for a month Absence made the love grow fonder UK rap or UK drill, gotta mention my name if you talk 'bout the genre (alright) Ho-ho-how can I be homophobic? (My bitch is gay) Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them, but I don't swing that way (way) The mandem celebrate Eid, the trap still runnin' on Christmas day Ho-ho-how can I be homophobic? My bitch is gay Hit man in the top, try see a man topless, even the stick is gay Huggin' my bruddas and say that I love them, but I don't swing that way The mandem celebrate Eid, the trap still runnin' on Christmas day 한국어로 번역",63.0,75.0,76.0
KEY,Good & Great,"I'm good, I'm great, I work, get paid Thank God, all day, 나는 좋아 난 멋져 하루 종일 열댓 번을 되새기는 주문 Okay, 잘하고 있어, 난 이겨내고 있어 I'm good, I'm great Because I'm grateful I'm good (I'm good), I'm great (I'm great) Because I'm grateful 눈뜬 아침 기다리는 미션, 거울 속에 졸린 나를 보면 하, 커피만이 내가 사는 reason, 서둘러 도로 위에 몸을 실어 세상이란 불규칙한 퍼즐, 자칫하면 길을 잃는 정글 땡하고 끝났으면 하는 오늘, it's a whole new vibe, 또 외쳐본다 Uh, 다 놔버리고 싶은 날 한두 번이겠어 다 알잖아 그토록 원해왔던 선택한 이 길이 쉬울리야 I'm good, I'm great, I work, get paid Thank God, all day, 나는 좋아 난 멋져 하루 종일 열댓 번을 되새기는 주문 Okay, 잘하고 있어, 난 이겨내고 있어 I'm good, I'm great Because I'm grateful I'm good (I'm good), I'm great (I'm great) Because I'm grateful Stop, 미리 걱정 그만, feeling jump 낙하산을 타고 창문 밖 (oh-oh) 일탈하는 상상 (상상) 혹은 세 시간쯤 잠수 타 (oh) 뭉툭해진 나를 느낀 건 세상 위에 내가 많이 쓰인 것 (oh, yeah) Right, 전부 감사하지만 가끔 도망치고 싶은 거잖아 마음이 힘든 날엔 (힘든 날엔) 선택 받은거라 또 믿어봐 I'm good (I'm good), I'm great (I'm great), I work (I work), get paid (get paid) Thank God (thank God), all day (all day), 나는 좋아 난 멋져 하루 종일 열댓 번을 되새기는 주문 Okay, 잘하고 있어 (okay), 난 이겨내고 있어 (oh) I'm good (I'm good), I'm great (and I'm great) Because I'm grateful I'm good (I'm good), I'm great (I'm great) Because I'm gratеful (ooh, yeah, yeah, yeah) 손에 잡히는 대로 (-는 대로) 하늘 속에 던져 버려 I'm great because I'm grateful You know that I'm (oh-oh-oh) I'm good (I'm good), I'm great (I'm great), I work (I work), get paid (get paid) Thank God (thank God), all day (all day), 나는 좋아 난 멋져 하루 종일 열댓 번을 되새기는 주문 Okay, 잘하고 있어, 난 이겨내고 있어 (oh) I'm good (I'm good), I'm great (and I'm great) Because I'm grateful (oh, grateful) I'm good (I'm good), I'm great (oh, I'm great) Because I'm gratеful (I'm gratеful, yeah)",210.0,184.0,168.0
BLACKPINK,THE GIRLS - BLACKPINK THE GAME OST,"Blackpink in your area (ah) Don't mess with the girls, with the girls, with the girls (hey) If you're with it, then I'm with it, get it started Got no time for no itty-bitty parties See the numbers and it's already charted Run it up, run it up, oh-ooh See the, see the black rims, pink headlights Bring the, bring the bags in, yeah, they all mine Diamond-plated names bouncin' on our necklines Light it up, light it up, oh-ooh Vroom, vroom, better get out of the way Comin' through, through, everybody know the name Hear the boom, boom, 'bout to hit you with the bass From the front to the back, I'ma put it in your face Live fast, we do it like that And we don't lie, we born to be mad Better come right or never come back Don't mess with the girls, with the girls, with the girls Stop sign, we burnin' it down Better watch out, we comin' in loud Bang, bang, just playin' around Don't mess with the girls, with the girls, with the girls (hey) Don't mess with the girls, with the girls, with the girls Mess with us, you messed up You so messy, dress up Catch up, pedal to the metal, get it, rev up You never, we now and next up BP on repeat, we heat like tiki, Waikiki Really believe you can beat me? Believe me, we be like kiki Take it easy (easy), take a breath (take a breath) You mess around (mess around), we make a mess Say less, yes, and that ain't just a flex Paved the way and busted left If we left, there's nothing left But the rest, what a mess Live fast, we do it like that And we don't lie, we born to be mad Better come right or never come back Don't mess with the girls, with the girls, with the girls Stop sign, we burnin' it down Better watch out, we comin' in loud Bang, bang, just playin' around Don't mess with the girls, with the girls, with the girls (hey) Don't mess with the girls, with the girls, with the girls 한국어로 번역",220.0,163.0,187.0
Selena Gomez,Single Soon,"Should I do it on the phone? Should I leave a little note In the pocket of his coat? Yeah Maybe I'll just disappear I don't wanna see a tear And the weekend's almost here I'm picking out this dress Trying on these shoes 'Cause I'll be single soon I'll be single soon I know he'll be a mess When I break the news But I'll be single soon I'll be single soon I'ma date who I wanna Stay out late if I wanna I'ma do what I wanna do I'm picking out this dress Trying on these shoes 'Cause I'll be single soon I'll be single soon I know I'm a little high Maintenance, but I'm worth a try Might not give a reason why (oh well) We both had a lot of fun Time to find another one Blame it all on feeling young I'm picking out this dress Trying on these shoes 'Cause I'll be single soon I'll be single soon I know he'll be a mess When I break the news But I'll be single soon I'll be single soon I'ma date who I wanna Stay out late if I wanna I'ma do what I wanna do I'm picking out this dress Trying on these shoes 'Cause I'll be single soon I'll be single soon Yeah, I'll be single soon (hah-ah) Yeah, I'll be single soon Yeah, I'll be single soon (hah-ah) Yeah, I'll be single soon I'm picking out this dress Trying on these shoes 'Cause I'll be single soon I'll be single soon I know he'll be a mess When I break the news But I'll be single soon I'll be single soon I'ma date who I wanna Stay out late if I wanna I'ma do what I wanna do I'm picking out this dress Trying on these shoes 'Cause I'll be single soon I'll be single soon Well, who's next? 한국어로 번역",44.0,22.0,48.0
Eminem,Houdini,"Hey, Em, it's Paul Uh, I was listening to the album Good fucking luck, you're on your own Guess who's back, back again? Shady's back, tell a friend Guess who's back? Guess who's back? Guess who's back? Guess who's back? Guess who's back? Guess who's back? Guess who's back? Da-da-da, da, da, da, da, da, da Da-da-da, da, da, da, da Well, look what the stork brung (what?) Little baby devil with the forked tongue And it's stickin' out, yeah, like a sore thumb (bleh) With a forehead that it grew horns from (look) Still a white jerk (it's him), pullin' up in a Chrysler to the cypher With the Vics, Percs and a Bud Light shirt Lyrical technician (yeah), an electrician (yeah) Y'all light work And I don't gotta play pretend, it's you I make believe (what?) And you know I'm here to stay 'cause me (why?) If I was to ever take a leave (what?) It would be aspirin to break a feve' (yeah) If I was to ask for Megan Thee (what?) Stallion if she would collab with me Would I really have a shot at a feat? I don't know, but I'm glad to be back like Abra-abracadabra (and for my last trick) I'm 'bout to reach in my bag, bruh (like) Abra-abracadabra (and for my last trick, poof) Just like that and I'm back, bro Now back in the days of old me (when?) Right around the time I became a dope fiend (oh) Ate some codeine as a way of coping (mm) Taste of opiates, case of O.E. Turned me into smiley face emoji (woo) My shit may not be age-appropriate But I will hit an eight-year-old in the face with a participation trophy Plus I have zero doubts That this whole world's 'bout To turn into some girl scouts That censorship bureau's out to (shut me down) So when I started this verse It did start off lighthearted at first (hmm) But it feels like I'm targeted Mind-bogglin' how my profit has skyrocketed Look what I pocketed Yeah, the shit is just like y'all had been light joggin', and I've been runnin' at full speed And that's why I'm ahead like my noggin', and I'm the fight y'all get in When you debate who the best, but opps, I'm white chalkin' when I step up to that mic, cock it then ""Oh my God, it's him, not again"" Abra-abracadabra (and for my last trick) I'm 'bout to reach in my bag, bruh (like) Abra-abracadabra (and for my last trick, poof) Just like that and I'm back, bro (break it down) Sometimes I wonder what the old me'd say (if what?) If he could see the way shit is today (look at this shit, man) He'd probably say that everything is gay (like happy) What's my name? What's my name? (Slim Shady) So how many little kids still wanna act like me? I'm a bigger prick than cacti be (yeah) And that's why these (what?) Words sting just like you were being attacked by bees (bzz) In the coupe, leaning back my seat (what?) Bumpin' R. Kelly's favorite group (uh), the black guy (guy) pees (haha, pees) In my Air Max 90s White Ts, walkin' parental advisory My transgender cat's Siamese (why?) Identifies as Black, but acts Chinese Like a motherfuckin' Hacky Sack, I treat (what?) The whole world 'cause I got it at my feet (yeah) How can I explain to you (what?) That even myself I'm a danger to? (Yeah) I hop on tracks like a kangaroo And say a few things or two to anger you But fuck that, if I think that shit, I'ma say that shit Cancel me, what? Okay, that's it Go ahead, Paul, quit, snake-ass prick You male cross-dresser, fake-ass bitch And I'll probably get shit for that (watch) But you can all suck my dick, in fact Fuck them, fuck Dre, fuck Jimmy, fuck me, fuck you Fuck my own kids, they're brats (fuck 'em) They can screw off (yeah), them and you all (uh) You too, Paul (punk), got two balls Big as RuPaul's (whoa) What you thought you saw ain't what you saw (nah) 'Cause you're never gon' see me Caught sleepin' and see the kidnappin' never did happen (no) Like Sherri Papini, Harry Houdini I vanish into the thin air as I'm leaving like Abra-abracadabra (and for my last trick) I'm 'bout to reach in my bag, bruh (like) Abra-abracadabra (and for my last trick, poof) Just like that and I'm back, bro 한국어로 번역",223.0,169.0,132.0
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),"I'm not in the mood cah my flight delayed So I jumped on a private jet and I'm askin' the pilot the ETA Lambo' parked on the landin' strip, everyone in my gang and my DJ paid Why's my man talkin' 'bout Inshallah? These times, he don't even pray Why's my man wearing a Jesus piece? How does she squeeze in them jeans? Big behind and petitest waist Take time with the GBG, we don't beef nobody like GBK Woke up on the wrong side of bed So he's gonna get slapped if I don't have my Ps today I love my young boy, I won't lead him 'stray I'm stuck to lil' bro like PVA Paid already, I don't need no hit song We don't need ID, lil' bro seventeen in the club, he ain't scrollin' TikTok F's just saw him a thick one ""Which one? Who do you want, bro? Pick one"" If I shoot my shot, I'll hit one Matter of time 'til I get them all ticked off Alright We can go band for band, fuck that, we can go M for M Quarter mill' for the Maybach truck, Double-R with the factory rims I got the 90, the Urus, the Virgil, the Brabus, I'm really a threat It's got to the point that I don't even care I got jewels in the safe that I don't even wear (uh) Bro'll do it for some shoes and some clothes You'll see what he'll do for a necklace 'Rari truck, look like a spider It's crawlin', a dollar on just the accessories (damn) She make me wanna go harder I like her whole aura, I think I'm obsessed with her They hit him up on his birthday Did him the worst way, he had a death wish I get right under they skin I don't even try, I guess I can't help that shit I'ma have love for bro for life If we talk or not, I step with him Of course you could beat me at talkin' Ain't no back and forth, wait 'til we catch up with 'em niggas Knockin' a bag and makin' the opposite mad I done fell in love with it UK Selfridges with a cute one (ooh) Bank account look good, it's a new one (yeah) You the type like to type on computers (wow) Got a mask, but he ain't no shooter Top ten when she don't act bougie Me and your friends we can go to Aruba Hit France, it depend on my mood This a Maybach van, this ain't no Uber We can go band for band, fuck that, we can go M for M Mama got a body like Kim and 'em Mama been killin' that gym We can go watch for watch, from chain to chain, the rings, I'm him I done got rich, but I'm still with the shit Land in London and go to the ends We can go band for band, fuck that, we can go M for M Quarter mil' for the Maybach truck, Double-R with the factory rims I got the 90, the Urus, the Virgil, the Brabus, I'm really a threat It's got to the point that I don't even care I got jewels in the safe that I don't even wear 한국어로 번역",96.0,96.0,96.0
"Jay Park, NATTY",Taxi Blurr (Feat. NATTY of KISS OF LIFE),"당장 택시 불러, baby girl, just pull up 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 당장 택시 불러, baby girl, just pull up 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 I want you to pull up, pull up on me 목소리 듣는 것만으로 부족해 Baby girl, just pull up, pull up on me 입술을 한 번 맞춰 부드럽게 몇 신지도 모르게 시간이 계속 흘러, 잔을 들고 let's toast 분위기는 wavy, 느껴지는 너의 파도, but we ain't on a boat 초를 키고 장미 너의 입에 물어, 오늘 밤의 테마는 낭만 머릿속에 캡처해 찰칵, 너만 꺼낼 수 있는 감정, yeah Just take me away, 너에게 빠져 버리고 싶어 기다릴게, please, don't make me wait 당장 택시 불러 (택시 불러), baby girl, just pull up (hey-yeah) 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 (oh, no, no, no, no) 당장 택시 불러, baby girl, just pull up 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 넌 또 나를 불러, 불러, prolly 목소리 듣는 것만으로 부족해 Always 나를 불러, 불러, prolly 머리론 알겠지만 또 그렇게 (또 그렇게, yeah) 너의 부족한 그 참을성조차 Yeah, that's the typa guy l like That's the typa guy l like 항상 나만 찾아 그 무엇보다 Even when you're just right by my side When you're just right by my side But why you're thinkin' of me? 너무 뻔해, 시간은 이미 12시 Yeah, it's over, so put my phone DND When you're sober, 내가 연락할 테니 당장 택시 불러 (택시 불러), baby girl, just pull up (hey-yeah) 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 (oh, no, no, no, no) 당장 택시 불러, baby girl, just pull up 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 I'm just falling into you No matter what, baby, I can't lose you I'm just falling into you Hit mе up again, ooh-ooh 당장 택시 불러 (oh, yeah), baby girl, just pull up 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 (hey-yeah) 당장 택시 불러, baby girl, just pull up 난 지금 취해서 데리러 가지 못해, 미안해 With some good times, 내가 꼭 보답할게 Baby girl, baby girl",49.0,49.0,46.0
AKMU,Hero,I don't wanna go I don't wanna go back to my home 수많은 사람들 틈 혼자인 밤이 무서워요 말을 할까요 무슨 말을 할까요 사랑할까요 입을 맞출까요 우리 둘의 계산기가 다를까 두려워요 Baby I'm so lonely Baby I'm so cold 종이비행기처럼 위유위유위 닿지 않는 마음 빙글뱅글 내 삶을 Save my life Hero hero hero you are my hero 차디찬 밤 날 안아줄 Lover Hero hero hero you are my hero 사랑의 마법 슈비두비 Love to you 슈비두비 Love to 슈비두비 Love to you 슈비두비 Love to 슈비두비 Love to you I don't wanna go I don't wanna go back anymore 이대로 지나가기엔 이 밤이 아쉬워요 마주 볼까요 마주 앉을까요 다 말할까요 조금 감출까요 작은 새처럼 날아가 버릴까 두려워요 Baby you are so lovely Baby you are my soul 바이올린처럼 위유위유위 연주하는 마음 뚜루루루 영원히 Stay in my life Hero hero hero you are my hero 차디찬 밤 날 안아줄 Lover Hero hero hero you are my hero 사랑의 마법 슈비두비 Love to you 슈비두비 Love to 슈비두비 Love to you 슈비두비 Love to 슈비두비 Love to you I don't wanna I don't wanna I don't wanna go 잠결에 너의 이름을 부르네 Wish you call wish you call wish you call me yours 위기 속에 나타나길 바라 Oh 어지러운 세상 속 나는 네가 필요해 Yeah 해가 뜰 때까지 네 손을 잡을래 Oh Hero hero hero you are my hero 차디찬 밤 날 안아줄 Lover Hero hero hero you are my hero 사랑의 마법 슈비두비 Love to you 슈비두비 Love to 슈비두비 Love to you 슈비두비 Love to 슈비두비 Love to you,137.0,181.0,193.0
